nome;jogos_jogados;ama;taxa_vitoria;taxa_escolha;taxa_banimento;cs;ouro;region;tier
Wukong;6.418;2.72:1;52.13%;6.12%;2.43%;174.08;12.262;br;emerald
Warwick;6.404;2.26:1;53.23%;6.11%;4.56%;169.58;12.442;br;emerald
Talon;6.343;2.50:1;50.97%;6.05%;2.45%;199.92;13.251;br;emerald
Kassadin;6.309;2.48:1;52.05%;6.02%;7%;188.68;12.580;br;emerald
Orianna;6.203;2.48:1;47.7%;5.92%;0.6%;197.34;11.752;br;emerald
Kha'Zix;6.168;2.57:1;52.06%;5.88%;3.13%;178.01;13.114;br;emerald
Twitch;6.045;2.36:1;51.33%;5.77%;2.23%;173.57;13.014;br;emerald
Quinn;6.017;2.16:1;54.84%;5.74%;5.89%;180.33;13.178;br;emerald
Sona;5.990;3.12:1;54.26%;5.71%;0.43%;27.54;8.570;br;emerald
Veigar;5.951;2.30:1;50.92%;5.68%;0.69%;197.82;12.637;br;emerald
Ryze;5.909;2.14:1;50.82%;5.64%;0.65%;218.53;12.490;br;emerald
Viktor;5.875;2.21:1;49.99%;5.6%;1.7%;201.54;11.933;br;emerald
Gragas;5.837;2.39:1;52.08%;5.57%;1.44%;171.85;11.771;br;emerald
Hwei;5.774;2.45:1;50.81%;5.51%;2.33%;184.01;11.806;br;emerald
Briar;5.741;2.28:1;53.04%;5.48%;6.55%;176.67;13.154;br;emerald
Riven;5.732;1.89:1;52.25%;5.47%;2.83%;191.93;12.431;br;emerald
Aurora;5.728;2.38:1;49.67%;5.46%;7.37%;188.89;11.960;br;emerald
Bard;5.654;3.12:1;49.49%;5.39%;0.74%;29.86;8.991;br;emerald
Ambessa;5.653;1.99:1;49.46%;5.39%;7.31%;182.68;11.718;br;emerald
Pyke;5.610;2.20:1;48.66%;5.35%;10.1%;35;10.300;br;emerald
Nocturne;5.591;2.68:1;50.8%;5.33%;7.99%;184.96;12.502;br;emerald
Aphelios;5.574;1.95:1;50.81%;5.32%;1.51%;198.09;12.805;br;emerald
Sion;5.547;2.00:1;51.34%;5.29%;0.44%;204.05;12.626;br;emerald
Tristana;5.366;2.26:1;49.76%;5.12%;0.92%;195.33;13.240;br;emerald
Garen;5.356;2.00:1;51.57%;5.11%;1.46%;206.34;12.908;br;emerald
Jarvan IV;5.278;3.33:1;51.95%;5.03%;1.13%;160.58;11.956;br;emerald
Yorick;5.227;1.70:1;50.91%;4.99%;16.44%;208.35;12.455;br;emerald
Xerath;5.136;3.04:1;52.45%;4.9%;1.38%;141.26;11.602;br;emerald
Teemo;5.083;1.84:1;52.49%;4.85%;7.83%;180.38;12.124;br;emerald
Janna;5.068;3.39:1;53.2%;4.83%;0.53%;27.87;8.320;br;emerald
Malphite;4.926;2.57:1;53.92%;4.7%;6.67%;172.34;11.292;br;emerald
Seraphine;4.883;2.87:1;49.01%;4.66%;0.66%;61.55;9.301;br;emerald
Xayah;4.843;2.29:1;49.93%;4.62%;0.68%;212.55;12.829;br;emerald
Samira;4.749;2.25:1;51.84%;4.53%;5.53%;191.14;13.850;br;emerald
Zyra;4.652;2.33:1;50.82%;4.44%;2.76%;90.73;10.310;br;emerald
Syndra;4.465;2.27:1;50.88%;4.26%;1.13%;197.32;12.491;br;emerald
Kayle;4.427;1.76:1;52.99%;4.22%;1.04%;217.65;12.798;br;emerald
Rakan;4.398;2.96:1;50.8%;4.19%;0.31%;30.61;8.261;br;emerald
Alistar;4.354;2.51:1;48.74%;4.15%;1.44%;28.27;8.149;br;emerald
Leona;4.354;2.56:1;50.25%;4.15%;2.71%;31.2;8.571;br;emerald
Shen;4.148;2.88:1;51.9%;3.96%;0.42%;156.5;10.948;br;emerald
Braum;4.050;2.93:1;51.26%;3.86%;2.08%;27.41;8.333;br;emerald
Camille;4.026;1.86:1;49.93%;3.84%;1.26%;176.88;12.013;br;emerald
Fizz;3.975;2.25:1;51.32%;3.79%;3.75%;177.02;12.849;br;emerald
Yuumi;3.934;4.35:1;47.61%;3.75%;2.76%;15.94;8.100;br;emerald
Brand;3.901;2.08:1;50.73%;3.72%;1.14%;108.06;10.856;br;emerald
Trundle;3.891;2.08:1;48.93%;3.71%;1.74%;184.04;12.344;br;emerald
Swain;3.889;2.39:1;49.32%;3.71%;0.54%;108.22;10.541;br;emerald
Poppy;3.857;2.35:1;52.09%;3.68%;1.81%;121.87;10.583;br;emerald
Ziggs;3.732;2.47:1;51.5%;3.56%;0.51%;206.46;12.652;br;emerald
Zoe;3.681;2.53:1;51.37%;3.51%;1.99%;147.42;11.455;br;emerald
Blitzcrank;3.675;2.55:1;49.69%;3.51%;5.37%;29.64;8.406;br;emerald
Gwen;3.665;1.57:1;47.39%;3.5%;3.22%;196.02;12.482;br;emerald
Draven;3.653;2.00:1;47.85%;3.48%;5.95%;196.94;13.561;br;emerald
Zac;3.622;3.15:1;51.71%;3.45%;1.09%;157.6;11.471;br;emerald
Twisted Fate;3.597;2.31:1;49.93%;3.43%;0.17%;179.39;12.726;br;emerald
Corki;3.567;2.37:1;49.03%;3.4%;0.39%;212.64;13.061;br;emerald
Udyr;3.549;2.58:1;51.17%;3.39%;2.37%;191.46;12.161;br;emerald
Nasus;3.529;1.89:1;51.01%;3.37%;2.15%;189.26;12.035;br;emerald
Cho'Gath;3.529;2.14:1;51.97%;3.37%;0.57%;186.53;12.035;br;emerald
Gnar;3.505;1.93:1;50.24%;3.34%;0.83%;190.87;12.056;br;emerald
Azir;3.493;1.96:1;48.98%;3.33%;0.55%;213.23;12.534;br;emerald
Galio;3.454;2.69:1;50.84%;3.29%;0.86%;164.23;10.696;br;emerald
Fiddlesticks;3.453;2.49:1;53.61%;3.29%;1.72%;150.44;11.637;br;emerald
Vel'Koz;3.451;2.26:1;50.97%;3.29%;0.66%;87.03;10.498;br;emerald
Zilean;3.432;3.29:1;50.87%;3.27%;0.71%;60.4;9.025;br;emerald
Neeko;3.421;2.30:1;49.34%;3.26%;1.17%;69.87;9.798;br;emerald
Jayce;3.369;1.90:1;49.09%;3.21%;0.61%;202.82;12.540;br;emerald
Urgot;3.311;1.94:1;52.31%;3.16%;0.67%;196.5;12.880;br;emerald
Hecarim;3.302;2.78:1;48.18%;3.15%;1.6%;201.19;12.884;br;emerald
Rell;3.252;2.80:1;48.19%;3.1%;1.87%;28.51;8.600;br;emerald
Singed;3.251;1.96:1;53.4%;3.1%;0.81%;225.05;12.617;br;emerald
Kog'Maw;3.231;2.25:1;53.76%;3.08%;0.96%;195.58;13.147;br;emerald
Akshan;3.225;2.37:1;51.1%;3.08%;1.04%;184.13;13.399;br;emerald
Dr. Mundo;3.194;1.90:1;51.53%;3.05%;1.98%;201.84;12.194;br;emerald
Vi;3.175;2.42:1;47.24%;3.03%;0.71%;170.67;12.002;br;emerald
Lissandra;3.063;2.34:1;50.8%;2.92%;1.07%;189.94;11.832;br;emerald
Zeri;2.994;2.24:1;47.76%;2.86%;0.2%;218.66;13.345;br;emerald
Naafiri;2.990;2.74:1;50.47%;2.85%;4.48%;182.51;12.777;br;emerald
Tryndamere;2.981;1.57:1;48.14%;2.84%;0.7%;220.03;13.153;br;emerald
Ornn;2.971;2.48:1;51.63%;2.83%;0.2%;177.49;11.160;br;emerald
Nidalee;2.938;2.64:1;47.48%;2.8%;0.26%;149.09;11.717;br;emerald
Taliyah;2.933;2.25:1;49.44%;2.8%;0.5%;193.83;12.152;br;emerald
Rammus;2.894;3.56:1;55.39%;2.76%;10.45%;162.22;11.371;br;emerald
Amumu;2.806;2.44:1;50.68%;2.68%;0.85%;157.51;11.369;br;emerald
K'Sante;2.798;1.97:1;46.1%;2.67%;1.11%;182.03;11.174;br;emerald
Elise;2.770;2.48:1;50.65%;2.64%;0.57%;138.67;11.978;br;emerald
Sejuani;2.767;3.08:1;48.61%;2.64%;0.47%;163.87;11.299;br;emerald
Annie;2.755;2.21:1;52.34%;2.63%;0.73%;162.91;11.483;br;emerald
Evelynn;2.722;2.88:1;50.15%;2.6%;3.38%;160.02;12.398;br;emerald
Aurelion Sol;2.657;2.68:1;51.56%;2.53%;0.54%;195.6;12.670;br;emerald
Rumble;2.649;2.07:1;51%;2.53%;0.47%;182.63;11.859;br;emerald
Graves;2.630;2.41:1;49.32%;2.51%;0.41%;201.58;13.501;br;emerald
Tahm Kench;2.591;2.42:1;50.1%;2.47%;0.7%;71.62;9.655;br;emerald
Vex;2.566;2.41:1;52.77%;2.45%;2.95%;184.85;12.232;br;emerald
Kindred;2.512;2.26:1;50.88%;2.4%;0.72%;178.09;12.841;br;emerald
Illaoi;2.449;1.52:1;52.14%;2.34%;3.94%;208.78;12.554;br;emerald
Ivern;2.375;3.32:1;51.62%;2.27%;0.4%;129.67;10.377;br;emerald
Cassiopeia;2.374;2.01:1;52.44%;2.26%;1.01%;198.52;12.091;br;emerald
Kennen;2.344;2.10:1;52.47%;2.24%;1.01%;180.17;11.899;br;emerald
Karthus;2.322;2.34:1;49.83%;2.21%;0.66%;213.21;13.781;br;emerald
Renata Glasc;2.317;2.82:1;49.59%;2.21%;0.32%;32.4;8.512;br;emerald
Lillia;2.269;2.78:1;51.56%;2.16%;1.42%;189.32;12.545;br;emerald
Nilah;2.236;2.13:1;50.85%;2.13%;2.29%;195.81;13.196;br;emerald
Kled;2.188;2.17:1;52.38%;2.09%;1.03%;180.11;12.430;br;emerald
Rek'Sai;2.182;2.60:1;50.64%;2.08%;0.32%;161.85;12.117;br;emerald
Nunu & Willump;2.102;2.81:1;51.67%;2%;0.27%;160.43;11.427;br;emerald
Anivia;2.101;2.61:1;50.45%;2%;0.82%;169.87;11.462;br;emerald
Maokai;1.937;2.49:1;50.54%;1.85%;0.14%;94.32;9.679;br;emerald
Olaf;1.893;1.89:1;54.41%;1.81%;0.91%;194.63;12.811;br;emerald
Bel'Veth;1.853;2.44:1;52.94%;1.77%;1.28%;186.63;12.710;br;emerald
Heimerdinger;1.828;1.81:1;53.12%;1.74%;1.12%;190.83;12.078;br;emerald
Kalista;1.754;1.78:1;43.16%;1.67%;0.33%;188.54;12.708;br;emerald
Shyvana;1.459;2.39:1;50.24%;1.39%;0.14%;212.31;12.793;br;emerald
Taric;1.425;2.83:1;52.49%;1.36%;0.12%;40.64;8.518;br;emerald
Skarner;910;2.81:1;45.6%;0.87%;0.45%;149.33;10.636;br;emerald
;;NaN:1;0%;;0.04%;NaN;NaN;br;emerald
Kai'Sa;9.589;2.44:1;49.92%;22.83%;3.84%;203.97;12.910;br;diamond
Nami;8.525;3.43:1;50.16%;20.3%;5.35%;25.35;8.271;br;diamond
Sylas;7.188;2.21:1;48.66%;17.11%;10.59%;166.21;11.732;br;diamond
Yunara;7.097;2.21:1;50.01%;16.9%;31.46%;213.41;12.779;br;diamond
Lulu;6.884;3.26:1;49.61%;16.39%;26.5%;27.54;8.053;br;diamond
Zed;6.592;2.43:1;48.53%;15.7%;39.24%;191.07;12.551;br;diamond
Karma;6.179;3.06:1;50.14%;14.71%;17.45%;38.59;8.365;br;diamond
Milio;6.010;3.89:1;51.66%;14.31%;16.52%;26.4;7.900;br;diamond
Lux;5.980;2.74:1;51.42%;14.24%;7.5%;158.81;11.351;br;diamond
Lucian;5.665;2.28:1;50.77%;13.49%;7.26%;205.36;12.602;br;diamond
Jhin;5.638;2.82:1;49.47%;13.42%;0.72%;200.05;12.724;br;diamond
Jinx;5.304;2.28:1;52.36%;12.63%;1.97%;210.11;12.564;br;diamond
Yasuo;5.021;1.61:1;49.87%;11.95%;28.94%;212.52;12.336;br;diamond
Sivir;4.798;2.56:1;51.92%;11.42%;6.04%;229.86;12.828;br;diamond
Qiyana;4.735;2.41:1;51.78%;11.27%;19.17%;181.25;12.646;br;diamond
Kayn;4.688;2.26:1;49.19%;11.16%;18.16%;183.82;12.424;br;diamond
Vladimir;4.651;2.10:1;49.04%;11.07%;28.87%;198.82;11.929;br;diamond
Thresh;4.618;2.85:1;51.97%;11%;6.79%;30.47;8.379;br;diamond
Caitlyn;4.509;2.07:1;49.37%;10.74%;19.32%;205.14;12.612;br;diamond
Vayne;4.407;1.99:1;49.99%;10.49%;6.8%;189.66;12.483;br;diamond
Volibear;4.346;2.18:1;50.9%;10.35%;9.66%;180.33;11.858;br;diamond
Soraka;4.285;3.02:1;51.86%;10.2%;10.02%;27.39;7.778;br;diamond
Aatrox;4.178;1.78:1;49.4%;9.95%;10.91%;181.5;11.407;br;diamond
Viego;4.161;2.49:1;49.27%;9.91%;4.77%;179.67;12.717;br;diamond
Ezreal;4.144;2.46:1;47.92%;9.87%;4.17%;196.08;12.049;br;diamond
Ekko;4.114;2.64:1;52.11%;9.8%;4.59%;186.95;12.779;br;diamond
Nautilus;4.103;2.56:1;49.26%;9.77%;22.21%;61.33;8.877;br;diamond
Xin Zhao;3.985;2.35:1;49.76%;9.49%;5.38%;168.21;11.661;br;diamond
Lee Sin;3.929;2.82:1;51.06%;9.35%;11.03%;164.14;11.961;br;diamond
Smolder;3.768;2.34:1;50.4%;8.97%;1.97%;219.48;12.816;br;diamond
Ashe;3.749;2.27:1;51.48%;8.93%;2.47%;189.17;11.815;br;diamond
Yone;3.748;1.51:1;45.52%;8.92%;6.02%;207.68;11.971;br;diamond
Ahri;3.709;2.57:1;50.34%;8.83%;2.68%;192.67;11.632;br;diamond
Mel;3.686;2.38:1;47.97%;8.78%;24.17%;171.15;12.065;br;diamond
Akali;3.619;2.34:1;50.46%;8.62%;13.17%;177.02;11.842;br;diamond
Diana;3.553;2.12:1;49.62%;8.46%;3.41%;190.07;12.571;br;diamond
Rengar;3.530;2.41:1;51.13%;8.4%;12.89%;189.97;12.883;br;diamond
Jax;3.493;1.75:1;51.36%;8.32%;13.32%;184.4;11.985;br;diamond
Katarina;3.445;2.36:1;51.23%;8.2%;13.99%;170.89;12.644;br;diamond
Irelia;3.382;1.50:1;51.06%;8.05%;18.66%;221.94;13.008;br;diamond
Mordekaiser;3.351;1.78:1;51.18%;7.98%;9.72%;185.68;11.811;br;diamond
Shaco;3.297;2.67:1;48.92%;7.85%;22.11%;148;12.072;br;diamond
Senna;3.271;2.86:1;51.24%;7.79%;2.33%;100.71;10.712;br;diamond
Renekton;3.269;1.80:1;49.01%;7.78%;7.47%;201.09;11.992;br;diamond
Talon;3.204;2.52:1;49.34%;7.63%;6.82%;198.47;12.995;br;diamond
Sett;3.161;1.71:1;51.12%;7.53%;1.54%;181.4;12.121;br;diamond
Pantheon;3.119;2.18:1;47.71%;7.43%;3.96%;137.1;11.467;br;diamond
Ambessa;3.107;2.02:1;49.08%;7.4%;9.57%;186.03;11.564;br;diamond
Sona;3.089;3.22:1;54%;7.35%;1.24%;27.02;8.435;br;diamond
Darius;3.027;1.76:1;49.69%;7.21%;19.31%;194.3;12.193;br;diamond
Varus;2.917;2.18:1;47.07%;6.95%;1.86%;193.96;12.056;br;diamond
Bard;2.841;3.16:1;50.26%;6.76%;1.46%;28.92;8.911;br;diamond
Kassadin;2.826;2.40:1;51.56%;6.73%;14.45%;187.64;12.382;br;diamond
Fiora;2.787;1.52:1;51.81%;6.64%;10.74%;200.43;12.601;br;diamond
Morgana;2.755;2.76:1;49.69%;6.56%;12.58%;87.9;9.767;br;diamond
Hwei;2.722;2.42:1;51.32%;6.48%;2.12%;185.57;11.606;br;diamond
Master Yi;2.705;2.28:1;53.9%;6.44%;38.01%;187.02;13.095;br;diamond
Wukong;2.693;2.66:1;49.09%;6.41%;3.41%;169.86;11.781;br;diamond
Malzahar;2.654;2.09:1;49.36%;6.32%;5.06%;217.58;12.134;br;diamond
Janna;2.652;3.56:1;52.83%;6.31%;1.18%;26.89;8.171;br;diamond
Quinn;2.648;2.25:1;54.72%;6.3%;5.73%;182.25;13.119;br;diamond
Jarvan IV;2.574;3.31:1;51.17%;6.13%;1.18%;160.46;11.830;br;diamond
Gangplank;2.546;2.17:1;48.86%;6.06%;3.24%;211.34;13.622;br;diamond
Orianna;2.537;2.54:1;46.12%;6.04%;0.82%;200.4;11.682;br;diamond
Kha'Zix;2.514;2.67:1;51.39%;5.99%;3.46%;180.19;12.821;br;diamond
Gragas;2.513;2.43:1;51.49%;5.98%;2.12%;168.29;11.434;br;diamond
Aurora;2.499;2.39:1;49.46%;5.95%;6.88%;190.5;11.725;br;diamond
Viktor;2.480;2.27:1;50.4%;5.9%;1.94%;204.46;11.927;br;diamond
Seraphine;2.472;3.01:1;51.46%;5.89%;0.62%;70.77;9.261;br;diamond
Ryze;2.419;2.23:1;51.67%;5.76%;0.7%;218.61;12.227;br;diamond
Aphelios;2.406;1.97:1;50.54%;5.73%;1.74%;199.46;12.604;br;diamond
Twitch;2.336;2.26:1;50.98%;5.56%;3.64%;171.07;12.549;br;diamond
Briar;2.263;2.30:1;51.97%;5.39%;4.84%;175.89;12.917;br;diamond
Pyke;2.182;2.23:1;49.4%;5.2%;15.51%;34.99;9.937;br;diamond
Rakan;2.167;3.10:1;50.99%;5.16%;0.38%;32.28;8.220;br;diamond
Sion;2.104;1.99:1;52.8%;5.01%;0.56%;205.61;12.449;br;diamond
Riven;2.098;1.86:1;54.1%;5%;3.75%;191.16;12.107;br;diamond
Warwick;2.089;2.26:1;52.13%;4.97%;2.53%;168.8;12.130;br;diamond
LeBlanc;2.075;2.72:1;49.11%;4.94%;11.65%;167.09;11.620;br;diamond
Miss Fortune;2.033;2.37:1;51.01%;4.84%;0.39%;206.49;12.965;br;diamond
Alistar;2.028;2.55:1;52.27%;4.83%;1.91%;27.15;7.910;br;diamond
Xerath;2.000;3.10:1;52.75%;4.76%;0.87%;153.34;11.566;br;diamond
Malphite;1.972;2.48:1;51.67%;4.7%;7.24%;173.23;10.942;br;diamond
Corki;1.966;2.34:1;48.83%;4.68%;0.56%;210.62;12.710;br;diamond
Yorick;1.868;1.68:1;49.46%;4.45%;11.75%;207.55;12.095;br;diamond
Camille;1.859;1.86:1;50.94%;4.43%;1.48%;177.12;11.782;br;diamond
Yuumi;1.854;4.39:1;47.09%;4.41%;2.99%;16.73;7.873;br;diamond
Kayle;1.848;1.86:1;52.92%;4.4%;1.11%;222.01;12.685;br;diamond
Xayah;1.823;2.29:1;48.11%;4.34%;0.81%;214.96;12.588;br;diamond
Hecarim;1.795;2.85:1;48.52%;4.27%;4.04%;202.3;12.753;br;diamond
Tristana;1.794;2.29:1;48.94%;4.27%;0.56%;198.37;13.055;br;diamond
Braum;1.790;2.89:1;50.61%;4.26%;2.96%;26.58;8.173;br;diamond
Rell;1.782;2.83:1;48.82%;4.24%;2.45%;26.9;8.409;br;diamond
Taliyah;1.759;2.34:1;49.35%;4.19%;0.9%;196.63;11.963;br;diamond
Garen;1.756;1.88:1;50.34%;4.18%;0.92%;213.38;12.976;br;diamond
Azir;1.711;2.05:1;46.76%;4.07%;0.48%;214.17;12.192;br;diamond
Syndra;1.705;2.18:1;50.21%;4.06%;1.12%;198.74;12.169;br;diamond
Gwen;1.700;1.60:1;47.88%;4.05%;4.23%;193.77;12.206;br;diamond
Zyra;1.690;2.56:1;50.59%;4.02%;1.03%;113.38;10.431;br;diamond
Veigar;1.688;2.30:1;50.83%;4.02%;0.46%;194.14;12.200;br;diamond
Samira;1.667;2.17:1;46.61%;3.97%;4.64%;192.18;13.378;br;diamond
Leona;1.654;2.56:1;50.12%;3.94%;2.28%;30.12;8.307;br;diamond
Nocturne;1.604;2.58:1;48.25%;3.82%;4.12%;179.59;12.079;br;diamond
Jayce;1.597;1.85:1;49.22%;3.8%;1.45%;202.27;12.245;br;diamond
Zac;1.594;2.96:1;50.44%;3.8%;1.41%;158.58;11.106;br;diamond
Gnar;1.582;1.85:1;49.81%;3.77%;0.8%;189.16;11.673;br;diamond
Poppy;1.573;2.27:1;50.79%;3.75%;2.63%;121.5;10.279;br;diamond
Ziggs;1.573;2.47:1;51.05%;3.75%;0.48%;208.87;12.386;br;diamond
Udyr;1.533;2.55:1;51.47%;3.65%;3.23%;193.4;12.122;br;diamond
Shen;1.531;2.82:1;52.25%;3.65%;0.62%;158.16;10.615;br;diamond
Swain;1.509;2.53:1;51.36%;3.59%;0.31%;119.78;10.507;br;diamond
Zilean;1.507;3.31:1;51.03%;3.59%;0.98%;56.74;8.756;br;diamond
Twisted Fate;1.501;2.37:1;51.83%;3.57%;0.12%;178.35;12.495;br;diamond
Dr. Mundo;1.478;1.92:1;50.68%;3.52%;1.53%;207.41;12.162;br;diamond
Vel'Koz;1.473;2.41:1;50.85%;3.51%;0.62%;98.06;10.432;br;diamond
Kog'Maw;1.472;2.24:1;54.62%;3.5%;0.74%;196.46;12.868;br;diamond
Neeko;1.470;2.47:1;49.39%;3.5%;1.25%;65.72;9.514;br;diamond
Draven;1.458;1.92:1;46.64%;3.47%;6.29%;199.3;13.345;br;diamond
Galio;1.443;2.72:1;50.45%;3.44%;0.97%;163.91;10.478;br;diamond
K'Sante;1.417;2.03:1;47.07%;3.37%;1.47%;184.43;11.080;br;diamond
Singed;1.416;2.16:1;52.97%;3.37%;0.75%;217.62;12.387;br;diamond
Zeri;1.405;2.36:1;52.67%;3.35%;0.29%;222.04;13.333;br;diamond
Rumble;1.380;2.01:1;46.67%;3.29%;0.94%;183.08;11.574;br;diamond
Fizz;1.371;2.34:1;51.79%;3.26%;2.24%;176.22;12.483;br;diamond
Vi;1.351;2.33:1;48.56%;3.22%;0.84%;166.7;11.549;br;diamond
Fiddlesticks;1.340;2.34:1;50.45%;3.19%;1.47%;143.64;11.017;br;diamond
Teemo;1.333;1.86:1;54.31%;3.17%;3.59%;184.18;11.827;br;diamond
Akshan;1.332;2.51:1;52.4%;3.17%;1.33%;187.51;13.251;br;diamond
Ornn;1.293;2.37:1;49.27%;3.08%;0.12%;179.1;10.763;br;diamond
Nidalee;1.292;2.78:1;48.53%;3.08%;0.39%;147.55;11.518;br;diamond
Cho'Gath;1.292;2.01:1;50.39%;3.08%;0.49%;186.91;11.709;br;diamond
Blitzcrank;1.288;2.49:1;47.52%;3.07%;5.62%;27.65;8.195;br;diamond
Karthus;1.273;2.38:1;51.14%;3.03%;1.68%;210.61;13.724;br;diamond
Trundle;1.230;2.22:1;51.14%;2.93%;1.5%;176.96;11.915;br;diamond
Zoe;1.215;2.60:1;49.96%;2.89%;1.83%;153.26;11.309;br;diamond
Annie;1.196;2.25:1;51.17%;2.85%;0.55%;167.15;11.250;br;diamond
Urgot;1.157;1.92:1;52.29%;2.75%;0.71%;196.52;12.565;br;diamond
Nasus;1.121;1.82:1;51.47%;2.67%;1.77%;188.36;11.746;br;diamond
Naafiri;1.115;2.81:1;52.91%;2.65%;4.3%;182.72;12.482;br;diamond
Kennen;1.097;2.09:1;55.42%;2.61%;1.29%;180.97;11.790;br;diamond
Lissandra;1.091;2.33:1;49.86%;2.6%;0.64%;192.02;11.636;br;diamond
Rek'Sai;1.085;2.65:1;49.03%;2.58%;0.44%;164.08;11.896;br;diamond
Aurelion Sol;1.055;2.78:1;53.55%;2.51%;0.46%;197.28;12.468;br;diamond
Kled;1.038;2.26:1;53.47%;2.47%;0.7%;178.63;12.115;br;diamond
Elise;1.031;2.41:1;49.85%;2.45%;0.96%;135.92;11.706;br;diamond
Evelynn;1.029;2.78:1;51.9%;2.45%;3.35%;165.99;12.164;br;diamond
Sejuani;1.015;3.08:1;49.56%;2.42%;0.18%;160.5;10.917;br;diamond
Kindred;958;2.40:1;52.71%;2.28%;1.3%;183.49;12.891;br;diamond
Nunu & Willump;943;2.94:1;51.64%;2.25%;0.36%;161.06;11.152;br;diamond
Cassiopeia;928;1.97:1;50.97%;2.21%;1.1%;196.19;11.755;br;diamond
Graves;920;2.52:1;50.98%;2.19%;0.39%;202.35;13.534;br;diamond
Rammus;906;3.32:1;49.23%;2.16%;8.4%;162.61;11.270;br;diamond
Tryndamere;901;1.72:1;51.17%;2.15%;0.82%;218.87;12.944;br;diamond
Brand;900;2.10:1;47.56%;2.14%;0.78%;120.26;10.655;br;diamond
Nilah;860;2.12:1;52.09%;2.05%;2.4%;195.56;12.820;br;diamond
Shyvana;841;2.42:1;51.84%;2%;0.17%;210.7;12.558;br;diamond
Anivia;823;2.56:1;53.46%;1.96%;0.9%;183.49;11.442;br;diamond
Ivern;815;3.49:1;53.99%;1.94%;0.59%;130.5;10.116;br;diamond
Amumu;814;2.38:1;51.35%;1.94%;0.39%;142.96;10.815;br;diamond
Bel'Veth;813;2.51:1;50.31%;1.94%;1.57%;174.12;12.241;br;diamond
Renata Glasc;798;2.88:1;48.62%;1.9%;0.35%;32.41;8.322;br;diamond
Olaf;785;1.85:1;54.78%;1.87%;1.01%;194.74;12.645;br;diamond
Vex;774;2.30:1;52.97%;1.84%;1.91%;182.52;11.691;br;diamond
Lillia;732;2.85:1;50.68%;1.74%;1.39%;189.77;12.291;br;diamond
Tahm Kench;710;2.46:1;48.87%;1.69%;0.28%;75.27;9.372;br;diamond
Illaoi;710;1.44:1;50.14%;1.69%;2.31%;203.66;12.119;br;diamond
Kalista;689;1.79:1;46.59%;1.65%;0.33%;190.66;12.469;br;diamond
Taric;615;2.82:1;53.17%;1.46%;0.09%;41.61;8.487;br;diamond
Heimerdinger;596;1.66:1;52.85%;1.42%;0.43%;186.38;11.542;br;diamond
Maokai;543;2.42:1;47.51%;1.29%;0.13%;89.31;9.352;br;diamond
Skarner;351;2.82:1;44.44%;0.84%;0.42%;146.97;10.653;br;diamond
Nami;4.552;3.57:1;51.76%;22.3%;4.14%;24.6;8.125;br;master
Kai'Sa;4.430;2.44:1;50.65%;21.71%;3.65%;204.72;12.786;br;master
Yunara;3.526;2.19:1;50%;17.28%;32.36%;213.53;12.633;br;master
Karma;3.321;3.13:1;52.33%;16.27%;18.14%;38.7;8.203;br;master
Sylas;3.300;2.24:1;49.45%;16.17%;10.73%;166.28;11.572;br;master
Sona;3.285;3.20:1;54.76%;16.1%;4.19%;26.19;8.360;br;master
Zed;3.175;2.55:1;51.12%;15.56%;41.48%;191.96;12.528;br;master
Lulu;2.935;3.27:1;50.39%;14.38%;17.72%;28.09;7.926;br;master
Milio;2.782;3.79:1;50.97%;13.63%;9.7%;25.52;7.675;br;master
Lucian;2.601;2.29:1;51.9%;12.74%;9.04%;206.21;12.408;br;master
Qiyana;2.594;2.54:1;55.2%;12.71%;35.45%;187.47;12.730;br;master
Jhin;2.553;2.86:1;49.9%;12.51%;0.68%;197.1;12.332;br;master
Lux;2.475;2.83:1;49.21%;12.13%;5.59%;166.18;11.306;br;master
Ezreal;2.302;2.45:1;48.26%;11.28%;7.4%;198.47;11.931;br;master
Sivir;2.276;2.53:1;52.15%;11.15%;5.95%;226.68;12.550;br;master
Lee Sin;2.250;2.98:1;51.87%;11.02%;12.16%;166.98;12.019;br;master
Yasuo;2.243;1.65:1;50.96%;10.99%;29.16%;207.27;12.080;br;master
Soraka;2.112;3.13:1;51.09%;10.35%;9.25%;26.25;7.588;br;master
Vladimir;2.089;2.12:1;49.98%;10.24%;29.13%;197.91;11.708;br;master
Talon;2.008;2.54:1;52.44%;9.84%;14.35%;202.35;13.073;br;master
Ahri;1.984;2.71:1;53.43%;9.72%;2.02%;193.27;11.488;br;master
Nautilus;1.960;2.44:1;49.13%;9.6%;20.67%;52.46;8.541;br;master
Yone;1.959;1.48:1;48.6%;9.6%;4%;207.33;11.693;br;master
Rengar;1.916;2.51:1;56.73%;9.39%;22.88%;193.27;12.977;br;master
Aatrox;1.914;1.81:1;48.9%;9.38%;8.75%;182.32;11.195;br;master
Ambessa;1.872;2.12:1;50.59%;9.17%;11.38%;185.74;11.419;br;master
Viego;1.849;2.55:1;50.68%;9.06%;4.03%;181.27;12.766;br;master
Ekko;1.789;2.74:1;51.37%;8.77%;6.92%;183;12.439;br;master
Kayn;1.784;2.37:1;50.28%;8.74%;15.7%;186.82;12.554;br;master
