nome;jogos_jogados;ama;taxa_vitoria;taxa_escolha;taxa_banimento;cs;ouro;region;tier
Miss Fortune;18.164;2.19:1;48.79%;27.64%;13.87%;154.79;12.410;br;iron
Lux;17.346;2.37:1;48.58%;26.4%;38.62%;91.24;10.420;br;iron
Kayn;12.893;1.82:1;46.89%;19.62%;17.1%;156.88;11.846;br;iron
Caitlyn;12.526;1.97:1;47.28%;19.06%;37.02%;160.68;11.902;br;iron
Morgana;12.418;2.50:1;49.65%;18.9%;32.35%;66.49;9.927;br;iron
Warwick;11.708;1.90:1;49.59%;17.82%;21.39%;146.93;12.020;br;iron
Mel;11.454;2.17:1;46.53%;17.43%;45.48%;118.3;11.473;br;iron
Mordekaiser;10.989;1.81:1;49.93%;16.72%;26.53%;148.84;11.547;br;iron
Yasuo;10.821;1.59:1;49.35%;16.47%;33.08%;174.71;11.933;br;iron
Seraphine;10.033;2.53:1;47.46%;15.27%;5.94%;52.36;9.396;br;iron
Yone;9.837;1.52:1;45.59%;14.97%;8.96%;164.33;11.357;br;iron
Volibear;9.569;1.89:1;49.25%;14.56%;8.48%;154.68;11.514;br;iron
Ashe;9.513;2.01:1;47.48%;14.48%;5.97%;141.72;11.236;br;iron
Jhin;9.455;2.37:1;46.56%;14.39%;5.9%;149.94;11.945;br;iron
Jinx;9.415;1.99:1;46.94%;14.33%;5.78%;157.03;11.492;br;iron
Teemo;9.064;1.86:1;49.69%;13.79%;28.83%;151.26;11.616;br;iron
Jax;9.051;1.68:1;49.09%;13.77%;7.34%;152.38;11.732;br;iron
Nautilus;8.460;2.23:1;46.94%;12.87%;10.96%;49.1;9.151;br;iron
Master Yi;8.175;1.75:1;47.99%;12.44%;27.7%;162.53;12.456;br;iron
Veigar;8.115;2.08:1;48.6%;12.35%;6.27%;146.63;11.701;br;iron
Shaco;7.863;2.14:1;45.47%;11.97%;51.85%;132.99;11.648;br;iron
Diana;7.602;1.90:1;48.63%;11.57%;6.86%;156.78;12.203;br;iron
Tristana;7.510;1.91:1;44.93%;11.43%;6.16%;148.41;12.025;br;iron
Sett;7.472;1.60:1;49.52%;11.37%;6.61%;147.71;11.505;br;iron
Sylas;7.294;1.79:1;45.86%;11.1%;5.74%;132.21;11.068;br;iron
Kai'Sa;7.090;2.16:1;46.18%;10.79%;2.99%;167.03;12.271;br;iron
Yorick;6.884;1.87:1;51.03%;10.48%;33.06%;182.6;12.257;br;iron
Yunara;6.803;1.86:1;46.38%;10.35%;15.66%;164.11;11.784;br;iron
Xin Zhao;6.769;1.88:1;47.07%;10.3%;3.07%;147.77;11.415;br;iron
Trundle;6.341;1.83:1;48.05%;9.65%;5.24%;154.52;11.763;br;iron
Vayne;6.149;1.82:1;47.49%;9.36%;6.82%;146.29;11.825;br;iron
Irelia;6.140;1.52:1;45.88%;9.34%;15.4%;189.49;12.686;br;iron
Ahri;6.009;2.09:1;46.56%;9.14%;5.07%;146.93;10.790;br;iron
Darius;5.917;1.60:1;44.55%;9%;14.96%;154.03;11.337;br;iron
Akali;5.864;2.02:1;46.11%;8.92%;10.47%;134.59;11.226;br;iron
Malzahar;5.429;2.03:1;50.21%;8.26%;15.64%;193.95;12.432;br;iron
Zed;5.427;2.01:1;44.17%;8.26%;19.02%;158.64;12.097;br;iron
Lulu;5.410;2.58:1;45.66%;8.23%;4.42%;31.73;8.379;br;iron
Pantheon;5.393;1.94:1;46.32%;8.21%;2.24%;101.6;10.996;br;iron
Ekko;5.387;2.08:1;46.37%;8.2%;2.83%;151.09;12.005;br;iron
Garen;5.327;1.82:1;46.59%;8.11%;1.87%;167.02;11.934;br;iron
Heimerdinger;5.093;1.74:1;48.83%;7.75%;11.99%;157.44;11.360;br;iron
Zyra;5.064;2.17:1;48.58%;7.71%;5.17%;84.62;10.287;br;iron
Leona;4.984;2.30:1;49.82%;7.58%;4.11%;31.45;8.794;br;iron
Malphite;4.776;2.30:1;48.87%;7.27%;2.17%;117.11;10.920;br;iron
Senna;4.571;2.47:1;44.87%;6.96%;1.52%;79.93;10.502;br;iron
Ezreal;4.484;2.13:1;43.91%;6.82%;2.34%;145.86;11.106;br;iron
Brand;4.451;1.93:1;49.76%;6.77%;5.18%;86.52;10.653;br;iron
Neeko;4.437;1.96:1;46.5%;6.75%;2.71%;77.92;9.928;br;iron
Viego;4.388;1.89:1;47.06%;6.68%;2.08%;154.61;12.004;br;iron
Pyke;4.371;1.89:1;44.64%;6.65%;12.04%;36.19;10.026;br;iron
Nami;4.352;3.02:1;49.31%;6.62%;1.1%;25.13;8.466;br;iron
Nocturne;4.325;2.18:1;47.93%;6.58%;6.82%;164.45;12.253;br;iron
Aatrox;4.273;1.53:1;43.88%;6.5%;6.18%;144.88;10.614;br;iron
Thresh;4.240;2.28:1;45.45%;6.45%;1.39%;37.2;8.806;br;iron
Blitzcrank;4.225;2.19:1;45.92%;6.43%;11.06%;30.35;8.555;br;iron
Briar;4.203;1.85:1;49.73%;6.4%;7.92%;149.13;12.306;br;iron
Illaoi;4.003;1.53:1;50.09%;6.09%;13.89%;165.05;11.643;br;iron
Varus;3.911;1.96:1;44.18%;5.95%;1.24%;150.64;11.466;br;iron
LeBlanc;3.905;2.29:1;44.28%;5.94%;10.2%;130.26;11.017;br;iron
Sivir;3.809;2.14:1;47.6%;5.8%;2.46%;187.95;12.112;br;iron
Amumu;3.722;2.12:1;50.08%;5.66%;2.1%;138.36;10.892;br;iron
Twitch;3.720;2.05:1;44.38%;5.66%;4.76%;139.23;12.093;br;iron
Swain;3.695;2.15:1;47.82%;5.62%;2.58%;76.33;10.108;br;iron
Milio;3.647;3.33:1;49.3%;5.55%;2.01%;33.24;8.362;br;iron
Tahm Kench;3.637;2.15:1;46.82%;5.54%;3.22%;55.88;9.673;br;iron
Soraka;3.626;2.76:1;48.73%;5.52%;3.53%;25.71;8.134;br;iron
Nasus;3.580;1.94:1;48.35%;5.45%;1.71%;157.79;11.545;br;iron
Fiora;3.533;1.35:1;43.59%;5.38%;2.82%;151.39;11.282;br;iron
Galio;3.392;2.35:1;49.06%;5.16%;1.39%;115.16;10.263;br;iron
Lucian;3.386;2.05:1;44.09%;5.15%;1.7%;163.53;12.130;br;iron
Wukong;3.319;2.29:1;49.98%;5.05%;0.98%;149.8;11.534;br;iron
Fizz;3.313;2.10:1;49.41%;5.04%;7.65%;135.67;12.126;br;iron
Tryndamere;3.212;1.65:1;48.07%;4.89%;2.41%;178.46;12.373;br;iron
Vladimir;3.208;1.89:1;48%;4.88%;7.86%;153.83;11.196;br;iron
Ziggs;3.202;2.22:1;48.66%;4.87%;1.17%;153.29;11.587;br;iron
Urgot;3.201;1.91:1;48.77%;4.87%;2.65%;175.35;12.426;br;iron
Vel'Koz;3.196;2.25:1;49.87%;4.86%;1.54%;85.28;10.651;br;iron
Renekton;3.179;1.67:1;45.45%;4.84%;2.14%;162.2;11.364;br;iron
Samira;3.137;1.91:1;46.83%;4.77%;9.53%;153.48;12.470;br;iron
Quinn;3.129;1.87:1;47.08%;4.76%;3.97%;145.19;12.171;br;iron
Vex;3.105;2.08:1;46.96%;4.73%;4.58%;143.88;10.964;br;iron
Karma;3.093;2.45:1;46.88%;4.71%;1.93%;49.57;8.997;br;iron
Lee Sin;2.985;2.04:1;43.75%;4.54%;2.96%;139.62;11.344;br;iron
Katarina;2.926;1.90:1;45.18%;4.45%;4.82%;138.47;11.865;br;iron
Sona;2.839;2.86:1;48.61%;4.32%;0.33%;30.41;8.649;br;iron
Kayle;2.700;1.69:1;48.07%;4.11%;1.06%;173.15;11.929;br;iron
Yuumi;2.665;4.14:1;42.85%;4.06%;1.42%;11.84;7.940;br;iron
Qiyana;2.663;1.65:1;41.08%;4.05%;0.98%;141.93;11.389;br;iron
Cho'Gath;2.656;1.93:1;48.53%;4.04%;1.24%;140.03;11.245;br;iron
Smolder;2.619;2.23:1;48.38%;3.99%;0.97%;172.39;12.022;br;iron
Dr. Mundo;2.599;1.84:1;49.48%;3.96%;2.67%;152.13;11.096;br;iron
Aphelios;2.579;1.73:1;46.8%;3.92%;1.47%;148.34;11.505;br;iron
Vi;2.494;1.94:1;47.51%;3.8%;0.49%;150.71;11.365;br;iron
Xayah;2.477;1.92:1;45.42%;3.77%;0.68%;160.24;11.433;br;iron
Aurora;2.463;2.00:1;45.15%;3.75%;3.58%;150.45;10.935;br;iron
Hwei;2.424;1.99:1;45.83%;3.69%;1.12%;130.41;10.586;br;iron
Xerath;2.417;2.42:1;48.03%;3.68%;1.54%;105.59;10.809;br;iron
Naafiri;2.416;2.16:1;46.15%;3.68%;2.75%;157.11;12.053;br;iron
Braum;2.355;2.46:1;47.13%;3.58%;0.72%;27.21;8.515;br;iron
Rakan;2.343;2.40:1;44.22%;3.57%;0.36%;30.72;8.406;br;iron
Poppy;2.330;2.10:1;48.37%;3.55%;0.54%;91.99;10.107;br;iron
Sejuani;2.190;2.40:1;47.58%;3.34%;0.51%;140.85;10.773;br;iron
Rell;2.158;2.50:1;48.56%;3.28%;1.09%;29.99;8.828;br;iron
Kha'Zix;2.039;1.88:1;42.28%;3.1%;1.95%;150.64;12.064;br;iron
Draven;2.015;1.79:1;44.02%;3.07%;7.52%;150.34;12.174;br;iron
Ryze;2.006;1.94:1;47.61%;3.05%;0.31%;175.41;11.741;br;iron
Gragas;2.004;1.88:1;43.96%;3.05%;0.2%;135.47;10.617;br;iron
Gwen;1.994;1.36:1;41.52%;3.03%;1.43%;148.89;10.852;br;iron
Kindred;1.968;1.69:1;43.29%;3%;0.63%;153.02;12.128;br;iron
Fiddlesticks;1.955;1.90:1;45.12%;2.98%;0.63%;140.57;11.302;br;iron
Rammus;1.945;2.56:1;50.59%;2.96%;5.42%;143.5;11.150;br;iron
Maokai;1.929;2.32:1;48.63%;2.94%;0.25%;60.9;9.513;br;iron
Zoe;1.862;2.15:1;45.44%;2.83%;2.43%;122.61;10.451;br;iron
Evelynn;1.845;2.02:1;43.25%;2.81%;1.75%;135.01;11.554;br;iron
Rengar;1.827;1.69:1;43.51%;2.78%;1.1%;155.05;11.905;br;iron
Shen;1.765;2.44:1;44.53%;2.69%;0.28%;106.53;9.948;br;iron
Riven;1.723;1.60:1;43.88%;2.62%;0.63%;149.02;11.175;br;iron
Lillia;1.715;2.13:1;46.01%;2.61%;1.23%;153.51;11.657;br;iron
Sion;1.697;1.98:1;50.91%;2.58%;0.26%;167.44;12.060;br;iron
Singed;1.695;1.70:1;52.27%;2.58%;1%;203.2;12.727;br;iron
Aurelion Sol;1.616;2.26:1;48.7%;2.46%;0.92%;171.43;12.382;br;iron
Ambessa;1.594;1.75:1;46.05%;2.43%;1.88%;146.62;10.844;br;iron
Kassadin;1.564;2.17:1;48.15%;2.38%;0.99%;145.87;11.843;br;iron
Ornn;1.524;2.04:1;46.85%;2.32%;0.21%;142.02;10.536;br;iron
Orianna;1.521;2.31:1;46.02%;2.31%;0.57%;160.93;11.396;br;iron
Gangplank;1.493;1.84:1;46.62%;2.27%;0.64%;169.52;12.493;br;iron
Nunu & Willump;1.477;2.08:1;45.5%;2.25%;0.37%;136.35;10.916;br;iron
Udyr;1.466;1.87:1;45.84%;2.23%;0.58%;159.69;11.426;br;iron
Kennen;1.454;1.92:1;48.56%;2.21%;0.43%;140.09;11.113;br;iron
Annie;1.443;1.93:1;47.05%;2.2%;0.89%;117.3;10.540;br;iron
Kog'Maw;1.428;1.92:1;48.6%;2.17%;0.8%;145.81;11.886;br;iron
Gnar;1.418;1.75:1;45.91%;2.16%;0.47%;152.21;11.238;br;iron
Viktor;1.402;2.03:1;46.5%;2.14%;0.49%;153.41;11.156;br;iron
Talon;1.401;1.95:1;45.04%;2.13%;0.37%;160.51;12.176;br;iron
Jarvan IV;1.399;2.62:1;48.68%;2.13%;0.43%;149.36;11.795;br;iron
Akshan;1.392;1.73:1;43.1%;2.12%;0.92%;150.36;12.060;br;iron
Alistar;1.380;2.05:1;45.22%;2.1%;0.46%;31.32;8.389;br;iron
Olaf;1.347;1.68:1;48.26%;2.05%;0.61%;152.05;11.560;br;iron
Cassiopeia;1.324;1.83:1;45.24%;2.01%;0.99%;142;10.954;br;iron
Kalista;1.313;1.84:1;46.38%;2%;0.85%;151.45;11.919;br;iron
Hecarim;1.261;2.02:1;44.49%;1.92%;0.42%;161.19;11.391;br;iron
Rumble;1.249;1.91:1;45.96%;1.9%;0.33%;155.94;11.713;br;iron
Graves;1.223;1.98:1;44.81%;1.86%;0.33%;168.6;12.390;br;iron
Nilah;1.198;1.71:1;45.08%;1.82%;1.09%;154.62;11.955;br;iron
Bard;1.169;2.41:1;48.25%;1.78%;0.46%;41.69;9.229;br;iron
Nidalee;1.121;1.96:1;42.02%;1.71%;0.18%;122.52;11.026;br;iron
Syndra;1.088;1.92:1;43.11%;1.66%;0.96%;152.99;11.253;br;iron
Karthus;1.035;2.07:1;45.8%;1.58%;0.23%;170.5;12.780;br;iron
Taric;1.019;2.44:1;49.17%;1.55%;0.17%;37.46;8.605;br;iron
Azir;1.008;1.44:1;42.06%;1.53%;0.65%;164.3;11.031;br;iron
Zac;968;2.39:1;45.76%;1.47%;0.24%;124.23;10.587;br;iron
Zilean;960;2.70:1;48.13%;1.46%;0.25%;69.78;9.542;br;iron
Shyvana;949;1.72:1;46.79%;1.45%;0.33%;178.62;11.877;br;iron
Twisted Fate;927;1.87:1;45.85%;1.41%;0.1%;142.47;11.605;br;iron
Taliyah;910;1.66:1;42.86%;1.38%;0.2%;153.8;10.868;br;iron
Zeri;898;2.06:1;43.99%;1.37%;0.28%;172.01;12.242;br;iron
Jayce;893;1.71:1;43%;1.36%;0.22%;160.42;11.553;br;iron
Janna;883;2.75:1;46.55%;1.34%;0.16%;32.32;8.495;br;iron
Corki;879;1.87:1;40.96%;1.34%;0.25%;162.56;11.554;br;iron
Camille;847;1.43:1;39.43%;1.29%;0.51%;135.02;10.743;br;iron
K'Sante;829;1.53:1;39.93%;1.26%;0.37%;145.51;10.292;br;iron
Lissandra;807;2.07:1;44.11%;1.23%;0.65%;152.01;11.187;br;iron
Ivern;807;2.16:1;44.98%;1.23%;0.19%;111.78;10.025;br;iron
Bel'Veth;798;1.62:1;42.73%;1.21%;0.67%;160.84;11.494;br;iron
Kled;749;1.97:1;47.53%;1.14%;0.6%;138.27;11.480;br;iron
Anivia;707;2.32:1;44.84%;1.08%;0.44%;131.55;10.503;br;iron
Skarner;644;1.88:1;38.04%;0.98%;0.2%;121.94;9.890;br;iron
Renata Glasc;636;2.28:1;46.7%;0.97%;0.21%;34.71;8.742;br;iron
Elise;625;1.76:1;39.68%;0.95%;0.19%;120.46;10.699;br;iron
Rek'Sai;583;1.74:1;43.4%;0.89%;0.18%;130.22;10.723;br;iron
Lux;35.495;2.64:1;51.31%;24.77%;35.23%;103.2;11.032;br;bronze
Miss Fortune;33.823;2.44:1;51.47%;23.6%;9.34%;171.53;13.253;br;bronze
Caitlyn;30.961;2.15:1;49%;21.61%;36.54%;178.43;12.829;br;bronze
Kayn;27.178;2.06:1;49.93%;18.97%;17.2%;170.15;12.560;br;bronze
Yasuo;25.474;1.70:1;50.81%;17.78%;33.53%;191.12;12.685;br;bronze
Morgana;24.186;2.72:1;51.96%;16.88%;34.23%;72.83;10.399;br;bronze
Jhin;22.429;2.64:1;48.76%;15.65%;4.81%;166.41;12.736;br;bronze
Mel;22.294;2.39:1;48.22%;15.56%;45.26%;130.24;12.137;br;bronze
Jinx;21.386;2.32:1;50.87%;14.92%;4.67%;178.02;12.501;br;bronze
Volibear;20.949;2.11:1;51.68%;14.62%;9.12%;167.76;12.167;br;bronze
Ashe;20.810;2.25:1;50.23%;14.52%;4.68%;157.38;11.901;br;bronze
Mordekaiser;20.627;2.03:1;52.6%;14.39%;27.54%;166.03;12.349;br;bronze
Warwick;19.936;2.16:1;52.45%;13.91%;17.91%;157.96;12.574;br;bronze
Yone;19.339;1.68:1;48.34%;13.5%;8.81%;184.73;12.300;br;bronze
Jax;18.514;1.83:1;50.56%;12.92%;7.68%;167.52;12.473;br;bronze
Nautilus;18.274;2.47:1;49.06%;12.75%;13.06%;59.52;9.512;br;bronze
Teemo;18.173;1.97:1;52.13%;12.68%;25.75%;165.35;12.348;br;bronze
Diana;17.899;2.13:1;50.92%;12.49%;7.03%;170.96;12.939;br;bronze
Kai'Sa;17.687;2.41:1;48.61%;12.34%;2.92%;182.64;13.101;br;bronze
Shaco;17.506;2.44:1;47.53%;12.22%;52.24%;141.73;12.346;br;bronze
Vayne;16.569;2.07:1;50.29%;11.56%;6.98%;161.96;12.645;br;bronze
Master Yi;16.305;2.03:1;51.97%;11.38%;28.03%;175.94;13.328;br;bronze
Veigar;16.223;2.30:1;51.7%;11.32%;4.86%;165.63;12.602;br;bronze
Sylas;16.028;2.00:1;47.35%;11.18%;5.52%;144.66;11.717;br;bronze
Sett;15.873;1.78:1;52.13%;11.08%;5.94%;162.4;12.320;br;bronze
Yorick;15.682;1.98:1;52.74%;10.94%;33.64%;195.11;12.843;br;bronze
Yunara;15.178;2.10:1;48.49%;10.59%;17.56%;185.02;12.765;br;bronze
Malzahar;14.956;2.21:1;51.61%;10.44%;17.59%;208.32;13.092;br;bronze
Zed;14.612;2.25:1;46.09%;10.2%;22%;170.97;12.760;br;bronze
Tristana;13.994;2.17:1;47.61%;9.77%;4.76%;166;12.939;br;bronze
Irelia;13.986;1.63:1;48.8%;9.76%;16.65%;207;13.520;br;bronze
Seraphine;13.946;2.74:1;48.54%;9.73%;4.4%;56.28;9.735;br;bronze
Xin Zhao;13.845;2.09:1;48.52%;9.66%;3.35%;158.7;11.988;br;bronze
Darius;13.351;1.80:1;47.21%;9.32%;18.06%;170.31;12.264;br;bronze
Akali;12.544;2.27:1;48.57%;8.75%;10.99%;148.62;12.008;br;bronze
Ahri;12.422;2.38:1;48.67%;8.67%;4.54%;164.61;11.665;br;bronze
Ezreal;12.307;2.42:1;45.6%;8.59%;2.5%;165.31;12.068;br;bronze
Ekko;12.278;2.28:1;50.22%;8.57%;2.58%;162.1;12.640;br;bronze
Trundle;12.191;2.01:1;50.12%;8.51%;4.76%;167.28;12.356;br;bronze
Lulu;11.795;2.92:1;46.89%;8.23%;6.81%;31.73;8.554;br;bronze
Pantheon;11.456;2.13:1;48.54%;7.99%;2.3%;107.63;11.573;br;bronze
Senna;11.368;2.71:1;48.22%;7.93%;1.59%;89.8;11.190;br;bronze
Zyra;11.130;2.35:1;51.07%;7.77%;5.99%;82.9;10.557;br;bronze
Leona;10.967;2.51:1;50.27%;7.65%;4.63%;32.89;8.991;br;bronze
Nami;10.790;3.28:1;50.34%;7.53%;1.4%;25.54;8.622;br;bronze
Malphite;10.672;2.50:1;49.88%;7.45%;2.58%;132.08;11.333;br;bronze
Brand;10.620;2.10:1;51.5%;7.41%;5.47%;89.76;11.123;br;bronze
Garen;10.581;2.09:1;49.88%;7.38%;1.83%;185.65;12.967;br;bronze
Nocturne;10.105;2.42:1;51%;7.05%;8.06%;177.28;12.962;br;bronze
Lucian;9.790;2.24:1;46.51%;6.83%;1.9%;177.96;12.740;br;bronze
Sivir;9.780;2.45:1;50.58%;6.82%;2.35%;206.93;12.956;br;bronze
Thresh;9.756;2.57:1;48.7%;6.81%;1.66%;37.06;8.960;br;bronze
Vladimir;9.483;2.04:1;48.79%;6.62%;9.23%;172.71;11.986;br;bronze
LeBlanc;9.465;2.55:1;47.18%;6.61%;11.02%;143.43;11.722;br;bronze
Viego;9.271;2.15:1;49.4%;6.47%;2.12%;169.36;12.881;br;bronze
Karma;8.993;2.66:1;48.6%;6.28%;2.62%;52.62;9.279;br;bronze
Aatrox;8.978;1.82:1;47.03%;6.27%;6.32%;162.64;11.639;br;bronze
Milio;8.849;3.67:1;51.45%;6.18%;3.19%;31.69;8.468;br;bronze
Fizz;8.629;2.34:1;51.38%;6.02%;7.25%;151.27;13.035;br;bronze
Briar;8.469;2.12:1;53.28%;5.91%;8.39%;162.57;13.157;br;bronze
Amumu;8.412;2.40:1;52.81%;5.87%;1.88%;150.83;11.568;br;bronze
Swain;8.319;2.40:1;49.55%;5.81%;2.41%;78.45;10.532;br;bronze
Varus;8.231;2.19:1;46.59%;5.74%;1.13%;168.77;12.313;br;bronze
Katarina;8.207;2.14:1;47.44%;5.73%;5.5%;150.78;12.615;br;bronze
Twitch;8.052;2.34:1;49.58%;5.62%;3.87%;157.03;13.179;br;bronze
Fiora;8.041;1.50:1;46.23%;5.61%;3.09%;171.48;12.145;br;bronze
Heimerdinger;7.995;1.87:1;51.62%;5.58%;8.75%;171.11;11.971;br;bronze
Pyke;7.952;2.07:1;47.22%;5.55%;9.54%;36.59;10.459;br;bronze
Samira;7.906;2.14:1;49.96%;5.52%;9.85%;166.71;13.344;br;bronze
Smolder;7.785;2.39:1;49.22%;5.43%;1.18%;190.56;12.778;br;bronze
Soraka;7.733;2.90:1;49.62%;5.4%;3.89%;26.46;8.232;br;bronze
Nasus;7.677;2.10:1;50.06%;5.36%;1.94%;173.7;12.252;br;bronze
Tahm Kench;7.590;2.37:1;48.29%;5.3%;3.14%;67.38;10.146;br;bronze
Blitzcrank;7.584;2.40:1;47.94%;5.29%;9.67%;32.09;8.867;br;bronze
Neeko;7.510;2.14:1;48.02%;5.24%;2.1%;82.29;10.459;br;bronze
Renekton;7.322;1.93:1;48.55%;5.11%;2.48%;180.36;12.294;br;bronze
Quinn;7.163;2.01:1;48.6%;5%;3.8%;158.31;12.925;br;bronze
Tryndamere;7.151;1.76:1;48.64%;4.99%;2.07%;194.52;13.093;br;bronze
Lee Sin;7.033;2.38:1;46.15%;4.91%;3.71%;150.42;12.017;br;bronze
Illaoi;6.887;1.67:1;50.59%;4.81%;11.55%;179.61;12.240;br;bronze
Galio;6.591;2.55:1;48.87%;4.6%;1.17%;127.74;10.648;br;bronze
Vel'Koz;6.585;2.34:1;50.51%;4.6%;1.51%;88.44;10.939;br;bronze
Wukong;6.551;2.50:1;50.94%;4.57%;0.92%;159.81;12.192;br;bronze
Qiyana;6.390;1.95:1;43.82%;4.46%;1.01%;158.92;12.277;br;bronze
Cho'Gath;6.349;2.17:1;49.27%;4.43%;1.15%;157.97;11.969;br;bronze
Ziggs;6.272;2.38:1;50.38%;4.38%;0.86%;172.33;12.394;br;bronze
Urgot;6.148;1.98:1;51.09%;4.29%;2.4%;184.68;13.029;br;bronze
Aphelios;6.116;2.00:1;50.1%;4.27%;1.33%;169.49;12.646;br;bronze
Vex;5.816;2.30:1;49.86%;4.06%;4.49%;158.12;11.816;br;bronze
Aurora;5.740;2.22:1;46.76%;4.01%;3.83%;166.52;11.717;br;bronze
Dr. Mundo;5.686;1.98:1;51.57%;3.97%;2.58%;171.42;11.864;br;bronze
Kayle;5.652;1.85:1;50.34%;3.94%;0.94%;193.12;12.705;br;bronze
Xerath;5.611;2.81:1;50.76%;3.92%;1.55%;111.28;11.379;br;bronze
Ryze;5.533;2.19:1;49.12%;3.86%;0.31%;193.81;12.488;br;bronze
Naafiri;5.282;2.52:1;49.38%;3.69%;3.17%;169.35;12.831;br;bronze
Vi;5.276;2.15:1;46.34%;3.68%;0.47%;158.21;12.005;br;bronze
Kha'Zix;5.219;2.23:1;48.13%;3.64%;1.95%;163.23;13.010;br;bronze
Sejuani;5.068;2.74:1;50.51%;3.54%;0.55%;153.16;11.396;br;bronze
Rammus;4.966;2.93:1;53.73%;3.47%;6.74%;149.44;11.326;br;bronze
Xayah;4.937;2.20:1;47.28%;3.45%;0.63%;183.29;12.531;br;bronze
Draven;4.923;2.01:1;46.9%;3.44%;7.66%;168.97;13.259;br;bronze
Hwei;4.840;2.47:1;49.92%;3.38%;1.11%;148.51;11.527;br;bronze
Sona;4.753;3.11:1;52.11%;3.32%;0.27%;31.6;9.056;br;bronze
Shen;4.723;2.75:1;49.31%;3.3%;0.35%;117.79;10.547;br;bronze
Orianna;4.704;2.54:1;46.88%;3.28%;0.55%;170.53;11.780;br;bronze
Braum;4.694;2.68:1;47.93%;3.28%;0.81%;29.13;8.764;br;bronze
Poppy;4.692;2.28:1;48.57%;3.27%;0.62%;102.88;10.700;br;bronze
Fiddlesticks;4.614;2.25:1;48.53%;3.22%;0.62%;146.84;11.894;br;bronze
Rakan;4.516;2.61:1;46.83%;3.15%;0.36%;31.86;8.549;br;bronze
Zoe;4.509;2.40:1;46.77%;3.15%;2.02%;132.82;11.137;br;bronze
Sion;4.339;2.07:1;52.41%;3.03%;0.27%;175.2;12.438;br;bronze
Rengar;4.249;1.92:1;44.6%;2.97%;1.03%;168.21;12.624;br;bronze
Yuumi;4.248;4.67:1;47.5%;2.96%;1.32%;14.17;8.353;br;bronze
Jarvan IV;4.244;2.94:1;49.65%;2.96%;0.42%;154.24;12.060;br;bronze
Gangplank;4.190;2.07:1;46.56%;2.92%;0.81%;192.88;13.878;br;bronze
Singed;4.179;1.83:1;53.77%;2.92%;0.89%;212.63;13.158;br;bronze
Rell;4.120;2.61:1;47.6%;2.88%;1.09%;30.78;9.009;br;bronze
Riven;4.047;1.83:1;46.5%;2.82%;0.79%;166.5;12.061;br;bronze
Gwen;4.017;1.57:1;43.29%;2.8%;1.61%;171.85;12.019;br;bronze
Maokai;4.001;2.43:1;49.34%;2.79%;0.24%;67.19;9.822;br;bronze
Gragas;3.876;2.14:1;46.34%;2.7%;0.22%;148.49;11.306;br;bronze
Evelynn;3.779;2.37:1;45.78%;2.64%;1.88%;144.21;12.232;br;bronze
Kassadin;3.779;2.43:1;52.32%;2.64%;1%;158.49;12.470;br;bronze
Aurelion Sol;3.768;2.51:1;51.33%;2.63%;0.79%;182.95;13.066;br;bronze
Ambessa;3.688;1.93:1;44.69%;2.57%;2.2%;163.68;11.575;br;bronze
Annie;3.640;2.16:1;48.46%;2.54%;0.76%;134.91;11.382;br;bronze
Alistar;3.572;2.43:1;49.22%;2.49%;0.57%;32.04;8.675;br;bronze
Kindred;3.540;1.99:1;46.05%;2.47%;0.56%;167.6;12.918;br;bronze
Lillia;3.462;2.49:1;50.12%;2.42%;1.23%;170.27;12.450;br;bronze
Cassiopeia;3.453;2.00:1;48.33%;2.41%;0.91%;166.85;11.910;br;bronze
Viktor;3.448;2.23:1;48.78%;2.41%;0.56%;169.46;11.883;br;bronze
Gnar;3.335;1.90:1;47.29%;2.33%;0.55%;166.37;11.896;br;bronze
Syndra;3.317;2.25:1;47.69%;2.31%;1%;168.2;12.323;br;bronze
Talon;3.257;2.16:1;45.59%;2.27%;0.31%;174.68;12.879;br;bronze
Kog'Maw;3.248;2.24:1;53.08%;2.27%;0.88%;166.44;13.074;br;bronze
Ornn;3.199;2.16:1;48.52%;2.23%;0.21%;154.42;10.964;br;bronze
Udyr;3.099;2.03:1;47.31%;2.16%;0.65%;169.91;11.859;br;bronze
Akshan;2.993;2.00:1;45.24%;2.09%;0.75%;162.7;12.869;br;bronze
Graves;2.952;2.21:1;46.04%;2.06%;0.33%;183.11;13.174;br;bronze
Nunu & Willump;2.938;2.32:1;48.23%;2.05%;0.3%;147.25;11.375;br;bronze
Kennen;2.927;2.01:1;47.45%;2.04%;0.45%;154.05;11.651;br;bronze
Rumble;2.919;2.10:1;47.69%;2.04%;0.3%;170.15;12.241;br;bronze
Bard;2.882;2.70:1;46.88%;2.01%;0.39%;40.59;9.521;br;bronze
Lissandra;2.799;2.29:1;47.73%;1.95%;0.73%;166.41;11.735;br;bronze
Kalista;2.661;1.91:1;46.49%;1.86%;0.72%;163.84;12.659;br;bronze
Olaf;2.636;1.81:1;48.79%;1.84%;0.66%;171.78;12.598;br;bronze
Nilah;2.601;2.06:1;51.1%;1.82%;1.59%;173.64;13.129;br;bronze
Camille;2.595;1.72:1;45.9%;1.81%;0.54%;153.95;11.564;br;bronze
Azir;2.561;1.70:1;43.58%;1.79%;0.53%;184.7;12.069;br;bronze
